id,category,section,text,level1,level2,level3,tags,difficulty
souron_v2_078,総論,諸原則の相互関連,"なお、これらの原則は、孤立しているものではなく、直接的又は間接的に相互に関連しているものであることに留意しなければならない。",相互に関連,相互に関連,相互に関連,総論4章|価格諸原則,2
souron_v2_079,総論,需要と供給の原則,"一般に財の価格は、その財の需要と供給との相互関係によって定まるとともに、その価格は、また、その財の需要と供給とに影響を及ぼす。",需要と供給,需要と供給|相互関係,需要と供給|相互関係,総論4章|需要と供給の原則,1
souron_v2_080,総論,需要と供給の原則（不動産），"不動産の価格もまたその需要と供給との相互関係によって定まるのであるが、不動産は他の財と異なる自然的特性及び人文的特性を有するために、その需要と供給及び価格の形成には、これらの特性の反映が認められる。",自然的特性|人文的特性,需要と供給|自然的特性|人文的特性,需要と供給|自然的特性|人文的特性,総論4章|需要と供給の原則,2
souron_v2_081,総論,変動の原則,"一般に財の価格は、その価格を形成する要因の変化に伴って変動する。",変動,変動,変動,総論4章|変動の原則,1
souron_v2_082,総論,変動の原則（不動産），"不動産の価格も多数の価格形成要因の相互因果関係の組合せの流れである変動の過程において形成されるものである。したがって、不動産の鑑定評価に当たっては、価格形成要因が常に変動の過程にあることを認識して、各要因間の相互因果関係を動的に把握すべきである。",相互因果関係,変動の過程|相互因果関係|動的に把握,変動の過程|相互因果関係|動的に把握,総論4章|変動の原則,2
souron_v2_083,総論,代替の原則,"代替性を有する二以上の財が存在する場合には、これらの財の価格は、相互に影響を及ぼして定まる。",代替性,代替性|相互に影響,代替性|相互に影響,総論4章|代替の原則,1
souron_v2_084,総論,代替の原則（不動産），"不動産の価格も代替可能な他の不動産又は財の価格と相互に関連して形成される。",代替可能,代替可能|相互に関連,代替可能|相互に関連,総論4章|代替の原則,1
souron_v2_085,総論,最有効使用の原則（定義），"不動産の価格は、その不動産の効用が最高度に発揮される可能性に最も富む使用（以下「最有効使用」という。）を前提として把握される価格を標準として形成される。",最有効使用,効用が最高度に発揮|最有効使用,効用が最高度に発揮|最有効使用|標準,総論4章|最有効使用の原則|重要,1
souron_v2_086,総論,最有効使用の内容,"この場合の最有効使用は、現実の社会経済情勢の下で客観的にみて、良識と通常の使用能力を持つ人による合理的かつ合法的な最高最善の使用方法に基づくものである。",合理的かつ合法的な最高最善,良識|通常の使用能力|合理的かつ合法的な最高最善,良識|通常の使用能力|合理的|合法的|最高最善,総論4章|最有効使用の原則|重要,1
souron_v2_087,総論,最有効使用の原則（留意），"なお、ある不動産についての現実の使用方法は、必ずしも最有効使用に基づいているものではなく、不合理な又は個人的な事情による使用方法のために、当該不動産が十分な効用を発揮していない場合があることに留意すべきである。",不合理な|個人的な事情,最有効使用|不合理|個人的な事情,最有効使用|不合理|個人的な事情,総論4章|最有効使用の原則,2
souron_v2_088,総論,均衡の原則,"不動産の収益性又は快適性が最高度に発揮されるためには、その構成要素の組合せが均衡を得ていることが必要である。したがって、不動産の最有効使用を判定するためには、この均衡を得ているかどうかを分析することが必要である。",均衡,収益性|快適性|均衡,収益性|快適性|構成要素の組合せ|均衡,総論4章|均衡の原則|重要,1
souron_v2_089,総論,収益逓増及び逓減の原則,"ある単位投資額を継続的に増加させると、これに伴って総収益は増加する。しかし、増加させる単位投資額に対応する収益は、ある点までは増加するが、その後は減少する。この原則は、不動産に対する追加投資の場合についても同様である。",収益逓減,単位投資額|総収益|収益逓減,単位投資額|総収益|収益逓増|収益逓減|追加投資,総論4章|収益逓増逓減の原則|重要,1
souron_v2_090,総論,収益配分の原則,"土地、資本、労働及び経営（組織）の各要素の結合によって生ずる総収益は、これらの各要素に配分される。したがって、このような総収益のうち、資本、労働及び経営（組織）に配分される部分以外の部分は、それぞれの配分が正しく行われる限り、土地に帰属するものである。",土地に帰属,土地|資本|労働|経営|総収益|土地に帰属,土地|資本|労働|経営|総収益|土地に帰属,総論4章|収益配分の原則|重要,1
souron_v2_091,総論,寄与の原則,"不動産のある部分がその不動産全体の収益獲得に寄与する度合いは、その不動産全体の価格に影響を及ぼす。この原則は、不動産の最有効使用の判定に当たっての不動産の追加投資の適否の判定等に有用である。",寄与,寄与|収益獲得|追加投資,寄与|収益獲得|追加投資,総論4章|寄与の原則|重要,1
souron_v2_092,総論,適合の原則,"不動産の収益性又は快適性が最高度に発揮されるためには、当該不動産がその環境に適合していることが必要である。したがって、不動産の最有効使用を判定するためには、当該不動産が環境に適合しているかどうかを分析することが必要である。",適合,収益性|快適性|環境に適合,収益性|快適性|環境に適合,総論4章|適合の原則|重要,1
souron_v2_093,総論,競争の原則,"一般に、超過利潤は競争を惹起し、競争は超過利潤を減少させ、終局的にはこれを消滅させる傾向を持つ。不動産についても、その利用による超過利潤を求めて、不動産相互間及び他の財との間において競争関係が認められ、したがって、不動産の価格は、このような競争の過程において形成される。",超過利潤,超過利潤|競争,超過利潤|競争|競争関係,総論4章|競争の原則|重要,1
souron_v2_094,総論,予測の原則,"財の価格は、その財の将来の収益性等についての予測を反映して定まる。不動産の価格も、価格形成要因の変動についての市場参加者による予測によって左右される。",予測,将来の収益性|予測|市場参加者,将来の収益性|予測|市場参加者,総論4章|予測の原則|重要,1
souron_v2_095,総論,基本的事項の概説,"不動産の鑑定評価に当たっては、基本的事項として、対象不動産、価格時点及び価格又は賃料の種類を確定しなければならない。",対象不動産|価格時点,対象不動産|価格時点|価格又は賃料の種類,対象不動産|価格時点|価格又は賃料の種類,総論5章|基本的事項|重要,1
souron_v2_096,総論,対象不動産の確定,"不動産の鑑定評価を行うに当たっては、まず、鑑定評価の対象となる土地又は建物等を物的に確定することのみならず、鑑定評価の対象となる所有権及び所有権以外の権利を確定する必要がある。",物的に確定|権利を確定,物的に確定|所有権|権利を確定,物的に確定|所有権|所有権以外の権利を確定,総論5章|対象不動産の確定,1
souron_v2_097,総論,対象確定条件の定義,"対象確定条件は、鑑定評価の対象とする不動産の所在、範囲等の物的事項及び所有権、賃借権等の対象不動産の権利の態様に関する事項を確定するために必要な条件であり、依頼目的に応じて次のような条件がある。",対象確定条件,対象確定条件|物的事項|権利の態様,対象確定条件|所在|範囲|物的事項|所有権|賃借権|権利の態様,総論5章|対象確定条件|重要,1
souron_v2_098,総論,対象確定条件（現状を所与），"（１）不動産が土地のみの場合又は土地及び建物等の結合により構成されている場合において、その状態を所与として鑑定評価の対象とすること。",状態を所与,状態を所与,状態を所与,総論5章|対象確定条件,2
souron_v2_099,総論,対象確定条件（独立鑑定評価），"（２）不動産が土地及び建物等の結合により構成されている場合において、その土地のみを建物等が存しない独立のもの（更地）として鑑定評価の対象とすること（この場合の鑑定評価を独立鑑定評価という。）。",独立鑑定評価,更地|独立鑑定評価,更地|独立鑑定評価,総論5章|対象確定条件|重要,1
souron_v2_100,総論,対象確定条件（部分鑑定評価），"（３）不動産が土地及び建物等の結合により構成されている場合において、その状態を所与として、その不動産の構成部分を鑑定評価の対象とすること（この場合の鑑定評価を部分鑑定評価という。）。",部分鑑定評価,構成部分|部分鑑定評価,構成部分|部分鑑定評価,総論5章|対象確定条件|重要,1
souron_v2_101,総論,対象確定条件（併合・分割鑑定評価），"（４）不動産の併合又は分割を前提として、併合後又は分割後の不動産を単独のものとして鑑定評価の対象とすること（この場合の鑑定評価を併合鑑定評価又は分割鑑定評価という。）。",併合鑑定評価|分割鑑定評価,併合|分割|併合鑑定評価|分割鑑定評価,併合|分割|併合鑑定評価|分割鑑定評価,総論5章|対象確定条件|重要,1
souron_v2_102,総論,対象確定条件（未竣工建物等鑑定評価），"（５）造成に関する工事が完了していない土地又は建築に係る工事が完了していない建物について、当該工事の完了を前提として鑑定評価の対象とすること（この場合の鑑定評価を未竣工建物等鑑定評価という。）。",未竣工建物等鑑定評価,工事の完了を前提|未竣工建物等鑑定評価,工事の完了を前提|未竣工建物等鑑定評価,総論5章|対象確定条件|重要,1
souron_v2_103,総論,想定上の条件（地域要因等），"対象不動産について、依頼目的に応じ対象不動産に係る価格形成要因のうち地域要因又は個別的要因について想定上の条件を設定する場合がある。この場合には、設定する想定上の条件が鑑定評価書の利用者の利益を害するおそれがないかどうかの観点に加え、特に実現性及び合法性の観点から妥当なものでなければならない。",想定上の条件,想定上の条件|実現性|合法性,想定上の条件|実現性|合法性,総論5章|想定上の条件,2
souron_v2_104,総論,調査範囲等条件,"不動産鑑定士の通常の調査の範囲では、対象不動産の価格への影響の程度を判断するための事実の確認が困難な特定の価格形成要因が存する場合、当該価格形成要因について調査の範囲に係る条件（以下「調査範囲等条件」という。）を設定することができる。",調査範囲等条件,調査範囲等条件,調査範囲等条件,総論5章|調査範囲等条件,2
souron_v2_105,総論,価格時点の定義,"価格形成要因は、時の経過により変動するものであるから、不動産の価格はその判定の基準となった日においてのみ妥当するものである。したがって、不動産の鑑定評価を行うに当たっては、不動産の価格の判定の基準日を確定する必要があり、この日を価格時点という。",価格時点,価格時点|判定の基準日,価格時点|判定の基準日,総論5章|価格時点|重要,1
souron_v2_106,総論,価格時点の種類,"価格時点は、鑑定評価を行った年月日を基準として現在の場合（現在時点）、過去の場合（過去時点）及び将来の場合（将来時点）に分けられる。",現在時点|過去時点|将来時点,現在時点|過去時点|将来時点,現在時点|過去時点|将来時点,総論5章|価格時点|重要,1
souron_v2_107,総論,価格の種類（概説），"不動産の鑑定評価によって求める価格は、基本的には正常価格であるが、鑑定評価の依頼目的に対応した条件により限定価格、特定価格又は特殊価格を求める場合があるので、依頼目的に対応した条件を踏まえて価格の種類を適切に判断し、明確にすべきである。",正常価格,正常価格|限定価格|特定価格|特殊価格,正常価格|限定価格|特定価格|特殊価格,総論5章|価格の種類|重要,1
souron_v2_108,総論,正常価格の定義,"正常価格とは、市場性を有する不動産について、現実の社会経済情勢の下で合理的と考えられる条件を満たす市場で形成されるであろう市場価値を表示する適正な価格をいう。",正常価格,正常価格|市場性|市場価値,正常価格|市場性|社会経済情勢|合理的な市場|市場価値|適正な価格,総論5章|正常価格|重要,1
souron_v2_109,総論,正常価格の市場条件（自由意思），"（１）市場参加者が自由意思に基づいて市場に参加し、参入、退出が自由であること。",自由意思,自由意思|参入|退出,自由意思|参入|退出,総論5章|正常価格|市場の条件,2
souron_v2_110,総論,正常価格の市場参加者要件（1），"市場参加者の要件として、①売り急ぎ、買い進み等をもたらす特別な動機のないこと。②対象不動産及び対象不動産が属する市場について取引を成立させるために必要となる通常の知識や情報を得ていること。",特別な動機のないこと,売り急ぎ|買い進み|特別な動機のないこと|通常の知識や情報,売り急ぎ|買い進み|特別な動機|通常の知識|情報,総論5章|正常価格|市場参加者の要件,2
souron_v2_111,総論,正常価格の市場参加者要件（2），"市場参加者の要件として、③取引を成立させるために通常必要と認められる労力、費用を費やしていること。④対象不動産の最有効使用を前提とした価値判断を行うこと。⑤買主が通常の資金調達能力を有していること。",最有効使用を前提,通常の労力|費用|最有効使用を前提|資金調達能力,通常の労力|費用|最有効使用を前提|価値判断|資金調達能力,総論5章|正常価格|市場参加者の要件,2
souron_v2_112,総論,正常価格の市場条件（取引形態），"（２）取引形態が、市場参加者が制約されたり、売り急ぎ、買い進み等を誘引したりするような特別なものではないこと。",取引形態,取引形態|売り急ぎ|買い進み,取引形態|市場参加者が制約|売り急ぎ|買い進み,総論5章|正常価格|市場の条件,2
souron_v2_113,総論,正常価格の市場条件（市場公開），"（３）対象不動産が相当の期間市場に公開されていること。",相当の期間市場に公開,相当の期間|市場に公開,相当の期間|市場に公開,総論5章|正常価格|市場の条件,2
souron_v2_114,総論,限定価格の定義,"限定価格とは、市場性を有する不動産について、不動産と取得する他の不動産との併合又は不動産の一部を取得する際の分割等に基づき正常価格と同一の市場概念の下において形成されるであろう市場価値と乖離することにより、市場が相対的に限定される場合における取得部分の当該市場限定に基づく市場価値を適正に表示する価格をいう。",限定価格,限定価格|市場が相対的に限定|乖離,限定価格|市場性|併合|分割|乖離|市場が相対的に限定|市場価値,総論5章|限定価格|重要,1
souron_v2_115,総論,限定価格の例示,"限定価格を求める場合を例示すれば、（１）借地権者が底地の併合を目的とする売買に関連する場合（２）隣接不動産の併合を目的とする売買に関連する場合（３）経済合理性に反する不動産の分割を前提とする売買に関連する場合がある。",底地の併合,底地の併合|隣接不動産の併合|経済合理性に反する分割,底地の併合|隣接不動産の併合|経済合理性に反する分割,総論5章|限定価格|重要,1
souron_v2_116,総論,特定価格の定義,"特定価格とは、市場性を有する不動産について、法令等による社会的要請を背景とする鑑定評価目的の下で、正常価格の前提となる諸条件を満たさないことにより正常価格と同一の市場概念の下において形成されるであろう市場価値と乖離することとなる場合における不動産の経済価値を適正に表示する価格をいう。",特定価格,特定価格|社会的要請|乖離,特定価格|市場性|社会的要請|正常価格の前提を満たさない|乖離|経済価値,総論5章|特定価格|重要,1
souron_v2_117,総論,特定価格の例示,"特定価格を求める場合を例示すれば、（１）証券化対象不動産に係る鑑定評価目的の下で、投資家に示すための投資採算価値を表す価格を求める場合（２）民事再生法に基づく鑑定評価目的の下で、早期売却を前提とした価格を求める場合（３）会社更生法又は民事再生法に基づく鑑定評価目的の下で、事業の継続を前提とした価格を求める場合がある。",証券化対象不動産|早期売却,証券化対象不動産|投資採算価値|民事再生法|早期売却|会社更生法|事業の継続,証券化対象不動産|投資採算価値|民事再生法|早期売却|会社更生法|事業の継続,総論5章|特定価格|重要,1
souron_v2_118,総論,特殊価格の定義,"特殊価格とは、文化財等の一般的に市場性を有しない不動産について、その利用現況等を前提とした不動産の経済価値を適正に表示する価格をいう。",特殊価格,特殊価格|市場性を有しない,特殊価格|文化財|市場性を有しない|利用現況,総論5章|特殊価格|重要,1
souron_v2_119,総論,特殊価格の例示,"特殊価格を求める場合を例示すれば、文化財の指定を受けた建造物、宗教建築物又は現況による管理を継続する公共公益施設の用に供されている不動産について、その保存等に主眼をおいた鑑定評価を行う場合である。",保存等に主眼,文化財の指定|宗教建築物|公共公益施設|保存等に主眼,文化財の指定|建造物|宗教建築物|公共公益施設|保存等に主眼,総論5章|特殊価格|重要,1
souron_v2_120,総論,正常賃料の定義,"正常賃料とは、正常価格と同一の市場概念の下において新たな賃貸借等の契約において成立するであろう経済価値を表示する適正な賃料（新規賃料）をいう。",正常賃料,正常賃料|新規賃料,正常賃料|新規賃料|経済価値,総論5章|賃料の種類|重要,1
souron_v2_121,総論,限定賃料の定義,"限定賃料とは、限定価格と同一の市場概念の下において新たな賃貸借等の契約において成立するであろう経済価値を適正に表示する賃料（新規賃料）をいう。",限定賃料,限定賃料|新規賃料,限定賃料|新規賃料|経済価値,総論5章|賃料の種類|重要,1
souron_v2_122,総論,継続賃料の定義,"継続賃料とは、不動産の賃貸借等の継続に係る特定の当事者間において成立するであろう経済価値を適正に表示する賃料をいう。",継続賃料,継続賃料|特定の当事者間,継続賃料|特定の当事者間|経済価値,総論5章|賃料の種類|重要,1
souron_v2_123,総論,地域分析の意義,"地域分析とは、その対象不動産がどのような地域に存するか、その地域はどのような特性を有するか、また、対象不動産に係る市場はどのような特性を有するか、及びそれらの特性はその地域内の不動産の利用形態と価格形成について全般的にどのような影響力を持っているかを分析し、判定することをいう。",地域分析,地域分析|地域の特性|市場の特性,地域分析|地域の特性|市場の特性|利用形態|価格形成,総論6章|地域分析|重要,1
souron_v2_124,総論,地域分析で重要な地域,"地域分析に当たって特に重要な地域は、用途的観点から区分される地域（以下「用途的地域」という。）、すなわち近隣地域及びその類似地域と、近隣地域及びこれと相関関係にある類似地域を含むより広域的な地域、すなわち同一需給圏である。",用途的地域|同一需給圏,用途的地域|近隣地域|類似地域|同一需給圏,用途的地域|近隣地域|類似地域|相関関係|同一需給圏,総論6章|地域分析|重要,1
souron_v2_125,総論,標準的使用,"近隣地域の特性は、通常、その地域に属する不動産の一般的な標準的使用に具体的に現れるが、この標準的使用は、利用形態からみた地域相互間の相対的位置関係及び価格形成を明らかにする手掛りとなるとともに、その地域に属する不動産のそれぞれについての最有効使用を判定する有力な標準となるものである。",標準的使用,標準的使用|最有効使用を判定,標準的使用|利用形態|地域相互間の相対的位置関係|最有効使用,総論6章|地域分析|標準的使用|重要,1
souron_v2_126,総論,近隣地域の定義,"近隣地域とは、対象不動産の属する用途的地域であって、より大きな規模と内容とを持つ地域である都市あるいは農村等の内部にあって、居住、商業活動、工業生産活動等人の生活と活動とに関して、ある特定の用途に供されることを中心として地域的にまとまりを示している地域をいい、対象不動産の価格の形成に関して直接に影響を与えるような特性を持つものである。",近隣地域,近隣地域|用途的地域|特定の用途,近隣地域|用途的地域|特定の用途|地域的にまとまり|価格の形成に関して直接に影響,総論6章|近隣地域|重要,1
souron_v2_127,総論,近隣地域の変化,"近隣地域は、その地域の特性を形成する地域要因の推移、動向の如何によって、変化していくものである。",近隣地域の変化,地域要因の推移|動向|変化,地域要因の推移|動向|変化,総論6章|近隣地域,2
souron_v2_128,総論,類似地域の定義,"類似地域とは、近隣地域の地域の特性と類似する特性を有する地域であり、その地域に属する不動産は、特定の用途に供されることを中心として地域的にまとまりを持つものである。この地域のまとまりは、近隣地域の特性との類似性を前提として判定されるものである。",類似地域,類似地域|類似する特性|類似性,類似地域|類似する特性|特定の用途|類似性,総論6章|類似地域|重要,1
souron_v2_129,総論,同一需給圏の定義,"同一需給圏とは、一般に対象不動産と代替関係が成立して、その価格の形成について相互に影響を及ぼすような関係にある他の不動産の存する圏域をいう。それは、近隣地域を含んでより広域的であり、近隣地域と相関関係にある類似地域等の存する範囲を規定するものである。",同一需給圏,同一需給圏|代替関係|相互に影響,同一需給圏|代替関係|相互に影響|広域的,総論6章|同一需給圏|重要,1
souron_v2_130,総論,同一需給圏と類似地域,"一般に、近隣地域と同一需給圏内に存する類似地域とは、隣接すると否とにかかわらず、その地域要因の類似性に基づいて、それぞれの地域の構成分子である不動産相互の間に代替、競争等の関係が成立し、その結果、両地域は相互に影響を及ぼすものである。",地域要因の類似性,地域要因の類似性|代替|競争|相互に影響,地域要因の類似性|構成分子|代替|競争|相互に影響,総論6章|同一需給圏,2
souron_v2_131,総論,同一需給圏（住宅地），"住宅地の同一需給圏は、一般に都心への通勤可能な地域の範囲に一致する傾向がある。ただし、地縁的選好性により地域的範囲が狭められる傾向がある。",都心への通勤可能な地域,都心への通勤可能な地域|地縁的選好性,都心への通勤可能な地域|地縁的選好性|地域的範囲,総論6章|同一需給圏|住宅地,2
souron_v2_132,総論,同一需給圏（商業地高度），"高度商業地の同一需給圏は、一般に広域的な商業背後地を基礎に成り立つ商業収益に関して代替性の及ぶ地域の範囲に一致する傾向があり、したがって、その範囲は高度商業地の性格に応じて広域的に形成される傾向がある。",広域的な商業背後地,商業収益|代替性|広域的,商業背後地|商業収益|代替性|広域的,総論6章|同一需給圏|商業地,2
souron_v2_133,総論,同一需給圏（工業地大工場），"港湾、高速交通網等の利便性を指向する産業基盤指向型工業地等の大工場地の同一需給圏は、一般に原材料、製品等の大規模な移動を可能にする高度の輸送機関に関して代替性を有する地域の範囲に一致する傾向があり、したがって、その地域的範囲は、全国的な規模となる傾向がある。",産業基盤指向型,産業基盤指向型|高度の輸送機関|全国的な規模,産業基盤指向型|高度の輸送機関|全国的な規模,総論6章|同一需給圏|工業地,3
souron_v2_134,総論,市場の特性の把握,"地域分析における対象不動産に係る市場の特性の把握に当たっては、同一需給圏における市場参加者がどのような属性を有しており、どのような観点から不動産の利用形態を選択し、価格形成要因についての判断を行っているかを的確に把握することが重要である。",市場参加者の属性,市場参加者の属性|利用形態の選択|価格形成要因,市場参加者の属性|利用形態の選択|価格形成要因|需給動向,総論6章|地域分析|市場の特性,2
souron_v2_135,総論,個別分析の意義,"不動産の価格は、その不動産の最有効使用を前提として把握される価格を標準として形成されるものであるから、不動産の鑑定評価に当たっては、対象不動産の最有効使用を判定する必要がある。個別分析とは、対象不動産の個別的要因が対象不動産の利用形態と価格形成についてどのような影響力を持っているかを分析してその最有効使用を判定することをいう。",個別分析,個別分析|個別的要因|最有効使用を判定,個別分析|個別的要因|利用形態|価格形成|最有効使用,総論6章|個別分析|重要,1
souron_v2_136,総論,個別的要因の分析上の留意点,"個別的要因の分析においては、対象不動産に係る典型的な需要者がどのような個別的要因に着目して行動し、対象不動産と代替、競争等の関係にある不動産と比べた優劣及び競争力の程度をどのように評価しているかを的確に把握することが重要である。",典型的な需要者,典型的な需要者|代替|競争力,典型的な需要者|代替|競争|優劣|競争力,総論6章|個別分析,2
souron_v2_137,総論,最有効使用の判定留意点（1-3），"最有効使用の判定に当たっては、（１）良識と通常の使用能力を持つ人が採用するであろうと考えられる使用方法であること（２）使用収益が将来相当の期間にわたって持続し得る使用方法であること（３）効用を十分に発揮し得る時点が予測し得ない将来でないこと、に留意すべきである。",良識,良識|通常の使用能力|相当の期間にわたって持続,良識|通常の使用能力|相当の期間にわたって持続|効用を十分に発揮,総論6章|個別分析|最有効使用の判定,2
souron_v2_138,総論,最有効使用の判定留意点（4-5），"（４）個々の不動産の最有効使用は、一般に近隣地域の地域の特性の制約下にあるので、特に近隣地域に存する不動産の標準的使用との相互関係を明らかにし判定することが必要である。（５）価格形成要因は常に変動の過程にあることを踏まえ、特に価格形成に影響を与える地域要因の変動が客観的に予測される場合には、当該変動に伴い対象不動産の使用方法が変化する可能性があることを勘案して最有効使用を判定すること。",近隣地域の特性の制約,地域の特性の制約|標準的使用|地域要因の変動,地域の特性の制約|標準的使用との相互関係|地域要因の変動|使用方法の変化,総論6章|個別分析|最有効使用の判定,2
souron_v2_139,総論,建物の最有効使用の判定留意点（6-7），"建物及びその敷地の最有効使用の判定に当たっては、（６）現実の建物の用途等が更地としての最有効使用に一致していない場合には、更地としての最有効使用を実現するために要する費用等を勘案する必要があること（７）現実の建物の用途等を継続する場合の経済価値と建物の取壊しや用途変更等を行う場合のそれらに要する費用等を適切に勘案した経済価値を十分比較考量すること。",更地としての最有効使用,更地としての最有効使用|費用|取壊し|用途変更,更地としての最有効使用|費用|取壊し|用途変更|経済価値の比較,総論6章|個別分析|最有効使用の判定,3
souron_v2_140,総論,鑑定評価の方式（概説），"不動産の鑑定評価の方式には、原価方式、比較方式及び収益方式の三方式がある。",三方式,原価方式|比較方式|収益方式,原価方式|比較方式|収益方式,総論7章|鑑定評価の方式|重要,1
souron_v2_141,総論,三方式の着目点,"原価方式は不動産の再調達（建築、造成等による新規の調達をいう。）に要する原価に着目して、比較方式は不動産の取引事例又は賃貸借等の事例に着目して、収益方式は不動産から生み出される収益に着目して、それぞれ不動産の価格又は賃料を求めようとするものである。",再調達原価|取引事例|収益,再調達|取引事例|収益,再調達原価|取引事例|賃貸借等の事例|収益,総論7章|鑑定評価の方式|重要,1
souron_v2_142,総論,試算価格・試算賃料,"それぞれの鑑定評価の手法の適用により求められた価格又は賃料を試算価格又は試算賃料という。",試算価格|試算賃料,試算価格|試算賃料,試算価格|試算賃料,総論7章|鑑定評価の方式|重要,1
souron_v2_143,総論,価格を求める手法の概要,"不動産の価格を求める鑑定評価の基本的な手法は、原価法、取引事例比較法及び収益還元法に大別され、このほかこれら三手法の考え方を活用した開発法等の手法がある。",原価法|取引事例比較法|収益還元法,原価法|取引事例比較法|収益還元法|開発法,原価法|取引事例比較法|収益還元法|開発法,総論7章|価格手法|重要,1
souron_v2_144,総論,一般的要因と鑑定評価手法,"価格形成要因のうち一般的要因は、不動産の価格形成全般に影響を与えるものであり、鑑定評価手法の適用における各手順において常に考慮されるべきものであり、価格判定の妥当性を検討するために活用しなければならない。",一般的要因,一般的要因|価格形成全般|価格判定の妥当性,一般的要因|価格形成全般|価格判定の妥当性,総論7章|一般的要因|鑑定評価手法,2
souron_v2_145,総論,取引事例等の収集・選択,"取引事例等は、鑑定評価の各手法に即応し、適切にして合理的な計画に基づき、豊富に秩序正しく収集し、選択すべきであり、投機的取引であると認められる事例等適正さを欠くものであってはならない。",豊富に秩序正しく収集,適切にして合理的な計画|豊富に秩序正しく収集|投機的取引,適切にして合理的な計画|豊富に秩序正しく収集|投機的取引,総論7章|事例の収集,2
souron_v2_146,総論,取引事例等の要件（1），"取引事例等の要件として、（１）近隣地域又は同一需給圏内の類似地域若しくは必要やむを得ない場合には近隣地域の周辺の地域に存する不動産に係るものであること、（２）取引事例等に係る取引等の事情が正常なものと認められるものであること又は正常なものに補正することができるものであること。",近隣地域|正常な事情,近隣地域|同一需給圏内の類似地域|正常な事情,近隣地域|同一需給圏内の類似地域|事情が正常,総論7章|事例の要件,2
souron_v2_147,総論,取引事例等の要件（2），"取引事例等の要件として、（３）時点修正をすることが可能なものであること（４）地域要因の比較及び個別的要因の比較が可能なものであること。",時点修正,時点修正|地域要因の比較|個別的要因の比較,時点修正|地域要因の比較|個別的要因の比較,総論7章|事例の要件,2
souron_v2_148,総論,事情補正,"取引事例等に係る取引等が特殊な事情を含み、これが当該取引事例等に係る価格等に影響を及ぼしているときは適切に補正しなければならない。",事情補正,事情補正|特殊な事情,事情補正|特殊な事情,総論7章|事情補正|重要,1
souron_v2_149,総論,事情補正（特殊な事情の定義），"特殊な事情とは、正常価格を求める場合には、正常価格の前提となる現実の社会経済情勢の下で合理的と考えられる諸条件を欠くに至らしめる事情のことである。",特殊な事情,特殊な事情|諸条件を欠く,特殊な事情|社会経済情勢|合理的な諸条件を欠く,総論7章|事情補正,2
souron_v2_150,総論,時点修正,"取引事例等に係る取引等の時点が価格時点と異なることにより、その間に価格水準に変動があると認められる場合には、当該取引事例等の価格等を価格時点の価格等に修正しなければならない。",時点修正,時点修正|価格水準の変動,時点修正|価格時点|価格水準の変動,総論7章|時点修正|重要,1
souron_v2_151,総論,地域要因・個別的要因の比較,"取引事例等の価格等は、その不動産の存する用途的地域に係る地域要因及び当該不動産の個別的要因を反映しているものであるから、取引事例等に係る不動産が同一需給圏内の類似地域等に存するものである場合においては、近隣地域と当該事例に係る不動産の存する地域との地域要因の比較及び対象不動産と当該事例に係る不動産との個別的要因の比較を行う必要がある。",地域要因の比較|個別的要因の比較,地域要因の比較|個別的要因の比較,地域要因の比較|個別的要因の比較|用途的地域,総論7章|地域要因の比較|個別的要因の比較|重要,1
souron_v2_152,総論,原価法の意義,"原価法は、価格時点における対象不動産の再調達原価を求め、この再調達原価について減価修正を行って対象不動産の試算価格を求める手法である（この手法による試算価格を積算価格という。）。",原価法|積算価格,原価法|再調達原価|減価修正|積算価格,原価法|再調達原価|減価修正|積算価格,総論7章|原価法|重要,1
souron_v2_153,総論,原価法の有効場面,"原価法は、対象不動産が建物又は建物及びその敷地である場合において、再調達原価の把握及び減価修正を適切に行うことができるときに有効であり、対象不動産が土地のみである場合においても、再調達原価を適切に求めることができるときはこの手法を適用することができる。",再調達原価の把握及び減価修正,再調達原価の把握|減価修正,再調達原価の把握|減価修正,総論7章|原価法,2
souron_v2_154,総論,再調達原価の定義,"再調達原価とは、対象不動産を価格時点において再調達することを想定した場合において必要とされる適正な原価の総額をいう。",再調達原価,再調達原価|適正な原価の総額,再調達原価|価格時点|適正な原価の総額,総論7章|原価法|再調達原価|重要,1
souron_v2_155,総論,置換原価,"建設資材、工法等の変遷により、対象不動産の再調達原価を求めることが困難な場合には、対象不動産と同等の有用性を持つものに置き換えて求めた原価（置換原価）を再調達原価とみなすものとする。",置換原価,置換原価|同等の有用性,置換原価|同等の有用性|再調達原価とみなす,総論7章|原価法|置換原価|重要,2
souron_v2_156,総論,再調達原価を求める方法（概要），"再調達原価は、建設請負により、請負者が発注者に対して直ちに使用可能な状態で引き渡す通常の場合を想定し、発注者が請負者に対して支払う標準的な建設費に発注者が直接負担すべき通常の付帯費用を加算して求めるものとする。",標準的な建設費|付帯費用,標準的な建設費|付帯費用,標準的な建設費|付帯費用,総論7章|再調達原価,2
