"slug","category","chapter","question_type","title","answer","explanation","difficulty"
"souron-5-030","souron","5","fill_blank","限定賃料の定義及び求めることができる場合を述べよ","限定賃料とは、限定価格と同一の市場概念の下において新たな賃貸借等の契約において成立するであろう経済価値を適正に表示する賃料（新規賃料）をいう。
限定賃料を求めることができる場合を例示すれば、次のとおりである。
（１）隣接不動産の併合使用を前提とする賃貸借等に関連する場合
（２）経済合理性に反する不動産の分割使用を前提とする賃貸借等に関連する場合","","4"
"souron-5-031","souron","5","fill_blank","継続賃料の定義を述べよ","継続賃料とは、不動産の賃貸借等の継続に係る特定の当事者間において成立するであろう経済価値を適正に表示する賃料をいう。","","4"
"souron-6-001","souron","6","fill_blank","地域分析の意義とは？","地域分析とは、その対象不動産がどのような地域に存するか、その地域はどのような特性を有するか、また、対象不動産に係る市場はどのような特性を有するか、及びそれらの特性はその地域内の不動産の利用形態と価格形成について全般的にどのような影響力を持っているかを分析し、判定することをいう。","","5"
"souron-6-002","souron","6","fill_blank","地域分析にあたって特に重要な地域とは？","地域分析に当たって特に重要な地域は、用途的観点から区分される地域（以下「用途的地域」という。）、すなわち近隣地域及びその類似地域と、近隣地域及びこれと相関関係にある類似地域を含むより広域的な地域、すなわち同一需給圏である。","","4"
"souron-6-003","souron","6","fill_blank","近隣地域の特性及び標準的使用について述べよ","近隣地域の特性は、通常、その地域に属する不動産の一般的な標準的使用に具体的に現れるが、この標準的使用は、利用形態からみた地域相互間の相対的位置関係及び価格形成を明らかにする手掛りとなるとともに、その地域に属する不動産のそれぞれについての最有効使用を判定する有力な標準となるものである。
なお、不動産の属する地域は固定的なものではなく、地域の特性を形成する地域要因も常に変動するものであることから、地域分析に当たっては、対象不動産に係る市場の特性の把握の結果を踏まえて地域要因及び標準的使用の現状と将来の動向とをあわせて分析し、標準的使用を判定しなければならない。","","4"
"souron-6-004","souron","6","fill_blank","近隣地域の定義とは？","近隣地域とは、対象不動産の属する用途的地域であって、より大きな規模と内容とを持つ地域である都市あるいは農村等の内部にあって、居住、商業活動、工業生産活動等人の生活と活動とに関して、ある特定の用途に供されることを中心として地域的にまとまりを示している地域をいい、対象不動産の価格の形成に関して直接に影響を与えるような特性を持つものである。
近隣地域は、その地域の特性を形成する地域要因の推移、動向の如何によって、変化していくものである。","","5"
"souron-6-005","souron","6","fill_blank","類似地域の定義とは？","類似地域とは、近隣地域の地域の特性と類似する特性を有する地域であり、その地域に属する不動産は、特定の用途に供されることを中心として地域的にまとまりを持つものである。この地域のまとまりは、近隣地域の特性との類似性を前提として判定されるものである。","","4"
"souron-6-006","souron","6","fill_blank","同一受給権の定義とは？","同一需給圏とは、一般に対象不動産と代替関係が成立して、その価格の形成について相互に影響を及ぼすような関係にある他の不動産の存する圏域をいう。それは、近隣地域を含んでより広域的であり、近隣地域と相関関係にある類似地域等の存する範囲を規定するものである。","","4"
"souron-6-007","souron","6","fill_blank","近隣地域と同一需給圏内の類似地域の関係について述べよ","一般に、近隣地域と同一需給圏内に存する類似地域とは、隣接すると否とにかかわらず、その地域要因の類似性に基づいて、それぞれの地域の構成分子である不動産相互の間に代替、競争等の関係が成立し、その結果、両地域は相互に影響を及ぼすものである。
また、近隣地域の外かつ同一需給圏内の類似地域の外に存する不動産であっても、同一需給圏内に存し対象不動産とその用途、規模、品等等の類似性に基づいて、これら相互の間に代替、競争等の関係が成立する場合がある。","","4"
"souron-6-008","souron","6","fill_blank","住宅地の同一需給圏の判定にあたって留意すべき事項を述べよ","同一需給圏は、一般に都心への通勤可能な地域の範囲に一致する傾向がある。ただし、地縁的選好性により地域的範囲が狭められる傾向がある。
なお、地域の名声、品位等による選好性の強さが同一需給圏の地域的範囲に特に影響を与える場合があることに留意すべきである。","","4"
"souron-6-009","souron","6","fill_blank","商業地の同一需給圏の判定にあたって留意すべき事項を述べよ","同一需給圏は、高度商業地については、一般に広域的な商業背後地を基礎に成り立つ商業収益に関して代替性の及ぶ地域の範囲に一致する傾向があり、したがって、その範囲は高度商業地の性格に応じて広域的に形成される傾向がある。
また、普通商業地については、一般に狭い商業背後地を基礎に成り立つ商業収益に関して代替性の及ぶ地域の範囲に一致する傾向がある。ただし、地縁的選好性により地域的範囲が狭められる傾向がある。","","4"
"souron-6-010","souron","6","fill_blank","工業地の同一需給圏の判定にあたって留意すべき事項を述べよ","同一需給圏は、港湾、高速交通網等の利便性を指向する産業基盤指向型工業地等の大工場地については、一般に原材料、製品等の大規模な移動を可能にする高度の輸送機関に関して代替性を有する地域の範囲に一致する傾向があり、したがって、その地域的範囲は、全国的な規模となる傾向がある。
また、製品の消費地への距離、消費規模等の市場接近性を指向する消費地指向型工業地等の中小工場地については、一般に製品の生産及び販売に関する費用の経済性に関して代替性を有する地域の範囲に一致する傾向がある。","","4"
"souron-6-011","souron","6","fill_blank","地域分析における市場分析とは？","地域分析における対象不動産に係る市場の特性の把握に当たっては、同一需給圏における市場参加者がどのような属性を有しており、どのような観点から不動産の利用形態を選択し、価格形成要因についての判断を行っているかを的確に把握することが重要である。あわせて同一需給圏における市場の需給動向を的確に把握する必要がある。
また、把握した市場の特性については、近隣地域における標準的使用の判定に反映させるとともに鑑定評価の手法の適用、試算価格又は試算賃料の調整等における各種の判断においても反映すべきである。","","5"
"souron-6-012","souron","6","fill_blank","市場分析の定義を述べよ（基準外）","市場分析とは、地域分析及び個別分析の各過程において、対象不動産に係る市場の範囲、主たる市場参加者の属性や行動基準、需給動向や対象不動産の市場競争力等を分析し、現実の市場の実態を把握することをいう。","","5"
"souron-6-013","souron","6","fill_blank","個別分析の意義とは？","個別分析とは、対象不動産の個別的要因が対象不動産の利用形態と価格形成についてどのような影響力を持っているかを分析してその最有効使用を判定することをいう。","","4"
"souron-6-014","souron","6","fill_blank","個別分析における市場分析とは？","個別的要因は、対象不動産の市場価値を個別的に形成しているものであるため、個別的要因の分析においては、対象不動産に係る典型的な需要者がどのような個別的要因に着目して行動し、対象不動産と代替、競争等の関係にある不動産と比べた優劣及び競争力の程度をどのように評価しているかを的確に把握することが重要である。
また、個別的要因の分析結果は、鑑定評価の手法の適用、試算価格又は試算賃料の調整等における各種の判断においても反映すべきである。","","4"
"souron-6-015","souron","6","fill_blank","最有効使用の判定にあたって留意すべき点を5点述べよ","（１）良識と通常の使用能力を持つ人が採用するであろうと考えられる使用方法であること。
（２）使用収益が将来相当の期間にわたって持続し得る使用方法であること。
（３）効用を十分に発揮し得る時点が予測し得ない将来でないこと。
（４）個々の不動産の最有効使用は、一般に近隣地域の地域の特性の制約下にあるので、個別分析に当たっては、特に近隣地域に存する不動産の標準的使用との相互関係を明らかにし判定することが必要であるが、対象不動産の位置、規模、環境等によっては、標準的使用の用途と異なる用途の可能性が考えられるので、こうした場合には、それぞれの用途に対応した個別的要因の分析を行った上で最有効使用を判定すること。
（５）価格形成要因は常に変動の過程にあることを踏まえ、特に価格形成に影響を与える地域要因の変動が客観的に予測される場合には、当該変動に伴い対象不動産の使用方法が変化する可能性があることを勘案して最有効使用を判定すること。","","4"
"souron-6-016","souron","6","fill_blank","建物及びその敷地の最有効使用の判定上の留意点について述べよ","（６）現実の建物の用途等が更地としての最有効使用に一致していない場合には、更地としての最有効使用を実現するために要する費用等を勘案する必要があるため、建物及びその敷地と更地の最有効使用の内容が必ずしも一致するものではないこと。
（７）現実の建物の用途等を継続する場合の経済価値と建物の取壊しや用途変更等を行う場合のそれらに要する費用等を適切に勘案した経済価値を十分比較考量すること。","","4"
"souron-7-001","souron","7","fill_blank","鑑定評価の三方式について述べよ","不動産の鑑定評価の方式には、原価方式、比較方式及び収益方式の三方式がある。
原価方式は不動産の再調達（建築、造成等による新規の調達をいう。）に要する原価に着目して、比較方式は不動産の取引事例又は賃貸借等の事例に着目して、収益方式は不動産から生み出される収益に着目して、それぞれ不動産の価格又は賃料を求めようとするものである。
不動産の鑑定評価の方式は、価格を求める手法と賃料を求める手法に分類される。それぞれの鑑定評価の手法の適用により求められた価格又は賃料を試算価格又は試算賃料という。","","4"
"souron-7-002","souron","7","fill_blank","事例の収集及び選択について述べよ","鑑定評価の各手法の適用に当たって必要とされる事例には、原価法の適用に当たって必要な建設事例、取引事例比較法の適用に当たって必要な取引事例及び収益還元法の適用に当たって必要な収益事例（以下「取引事例等」という。）がある。
取引事例等は、鑑定評価の各手法に即応し、適切にして合理的な計画に基づき、豊富に秩序正しく収集し、選択すべきであり、投機的取引であると認められる事例等適正さを欠くものであってはならない。","","4"
"souron-7-003","souron","7","fill_blank","事例適格４要件について述べよ","取引事例等は、次の要件の全部を備えるもののうちから選択するものとする。
（１）次の不動産に係るものであること
①近隣地域又は同一需給圏内の類似地域若しくは必要やむを得ない場合には近隣地域の周辺の地域（以下「同一需給圏内の類似地域等」という。）に存する不動産
②対象不動産の最有効使用が標準的使用と異なる場合等において同一需給圏内に存し対象不動産と代替、競争等の関係が成立していると認められる不動産（以下「同一需給圏内の代替競争不動産」という。）。
（２）取引等の事情が正常なものと認められるものであること又は正常なものに補正することができるものであること。
（３）時点修正をすることが可能なものであること。
（４）地域要因の比較及び個別的要因の比較が可能なものであること。","","4"
"souron-7-004","souron","7","fill_blank","事情補正の必要性及び留意点（2点）について述べよ","取引事例等に係る取引等が特殊な事情を含み、これが当該取引事例等に係る価格等に影響を及ぼしているときは適切に補正しなければならない。
（１）現実に成立した取引事例等には、不動産市場の特性、取引等における当事者双方の能力の多様性と特別の動機により売り急ぎ、買い進み等の特殊な事情が存在する場合もあるので、取引事例等がどのような条件の下で成立したものであるかを資料の分析に当たり十分に調査しなければならない。
（２）特殊な事情とは、正常価格を求める場合には、現実の社会経済情勢の下で合理的と考えられる諸条件を欠くに至らしめる事情のことである。","","4"
"souron-7-005","souron","7","fill_blank","時点修正の必要性についてに述べよ","取引事例等に係る取引等の時点が価格時点と異なることにより、その間に価格水準に変動があると認められる場合には、当該取引事例等の価格等を価格時点の価格等に修正しなければならない。","","4"
"souron-7-006","souron","7","fill_blank","取引事例が近隣地域以外に存する場合の地域要因の比較及び個別的要因の比較について述べよ","取引事例等の価格等は、その不動産の存する用途的地域に係る地域要因及び当該不動産の個別的要因を反映しているものであるから、取引事例等に係る不動産が同一需給圏内の類似地域等に存するもの又は同一需給圏内の代替競争不動産である場合においては、近隣地域と当該事例に係る不動産の存する地域との地域要因の比較及び対象不動産と当該事例に係る不動産との個別的要因の比較を、取引事例等に係る不動産が近隣地域に存するものである場合においては、対象不動産と当該事例に係る不動産の個別的要因の比較をそれぞれ行う必要がある。","","4"
"souron-7-007","souron","7","fill_blank","原価法の定義及び有効性を述べよ","原価法は、価格時点における対象不動産の再調達原価を求め、この再調達原価について減価修正を行って対象不動産の試算価格を求める手法である（この手法による試算価格を積算価格という。）。
原価法は、対象不動産が建物又は建物及びその敷地である場合において、再調達原価の把握及び減価修正を適切に行うことができるときに有効であり、対象不動産が土地のみである場合においても、再調達原価を適切に求めることができるときはこの手法を適用することができる。","","5"
"souron-7-008","souron","7","fill_blank","再調達原価の定義を述べよ","再調達原価とは、対象不動産を価格時点において再調達することを想定した場合において必要とされる適正な原価の総額をいう。
なお、建設資材、工法等の変遷により、対象不動産の再調達原価を求めることが困難な場合には、対象不動産と同等の有用性を持つものに置き換えて求めた原価（置換原価）を再調達原価とみなすものとする。","","4"
"souron-7-009","souron","7","fill_blank","土地の再調達原価について述べよ","土地の再調達原価は、その素材となる土地の標準的な取得原価に当該土地の標準的な造成費と発注者が直接負担すべき通常の付帯費用とを加算して求めるものとする。
なお、土地についての原価法の適用において、宅地造成直後の対象地の地域要因と価格時点における対象地の地域要因とを比較し、公共施設、利便施設等の整備及び住宅等の建設等により、社会的、経済的環境の変化が価格水準に影響を与えていると客観的に認められる場合には、地域要因の変化の程度に応じた増加額を熟成度として加算することができる。","","4"
"souron-7-010","souron","7","fill_blank","建物の再調達原価について述べよ","再調達原価は、建設請負により、請負者が発注者に対して直ちに使用可能な状態で引き渡す通常の場合を想定し、発注者が請負者に対して支払う標準的な建設費に発注者が直接負担すべき通常の付帯費用を加算して求めるものとする。
なお、置換原価は、対象不動産と同等の有用性を持つ不動産を新たに調達することを想定した場合に必要とされる原価の総額であり、発注者が請負者に対して支払う標準的な建設費に発注者が直接負担すべき通常の付帯費用を加算して求める。
これらの場合における通常の付帯費用には、建物引渡しまでに発注者が負担する通常の資金調達費用や標準的な開発リスク相当額等が含まれる場合があることに留意する必要がある。","","4"
"souron-7-011","souron","7","fill_blank","建物及びその敷地の再調達原価について述べよ","建物及びその敷地の再調達原価は、まず、土地の再調達原価（再調達原価が把握できない既成市街地における土地にあっては取引事例比較法及び収益還元法によって求めた更地の価格に発注者が直接負担すべき通常の付帯費用を加算した額）又は借地権の価格に発注者が直接負担すべき通常の付帯費用を加算した額を求め、この価格に建物の再調達原価を加算して求めるものとする。","","4"
"souron-7-012","souron","7","fill_blank","再調達原価を求める方法のうち、直接法について述べよ","直接法は、対象不動産について直接的に再調達原価を求める方法である。
直接法は、対象不動産について、使用資材の種別、品等及び数量並びに所要労働の種別、時間等を調査し、対象不動産の存する地域の価格時点における単価を基礎とした直接工事費を積算し、これに間接工事費及び請負者の適正な利益を含む一般管理費等を加えて標準的な建設費を求め、さらに発注者が直接負担すべき通常の付帯費用を加算して再調達原価を求めるものとする。
また、対象不動産の素材となった土地（素地）の価格並びに実際の造成又は建設に要する直接工事費、間接工事費、請負者の適正な利益を含む一般管理費等及び発注者が直接負担した付帯費用の額並びにこれらの明細（種別、品等、数量、時間、単価等）が判明している場合には、これらの明細を分析して適切に補正し、かつ、必要に応じて時点修正を行って再調達原価を求めることができる。","","3"
"souron-7-013","souron","7","fill_blank","再調達原価を求める方法のうち、間節法について述べよ","間接法は、近隣地域若しくは同一需給圏内の類似地域等に存する対象不動産と類似の不動産又は同一需給圏内の代替競争不動産から間接的に対象不動産の再調達原価を求める方法である。
間接法は、当該類似の不動産等について、素地の価格やその実際の造成又は建設に要した直接工事費、間接工事費、請負者の適正な利益を含む一般管理費等及び発注者が直接負担した付帯費用の額並びにこれらの明細（種別、品等、数量、時間、単価等）を明確に把握できる場合に、これらの明細を分析して適切に補正し、必要に応じて時点修正を行い、かつ、地域要因の比較及び個別的要因の比較を行って、対象不動産の再調達原価を求めるものとする。","","3"
"souron-7-014","souron","7","fill_blank","減価修正の目的について述べよ","減価修正の目的は、減価の要因に基づき発生した減価額を対象不動産の再調達原価から控除して価格時点における対象不動産の適正な積算価格を求めることである。
減価修正を行うに当たっては、減価の要因に着目して対象不動産を部分的かつ総合的に分析検討し、減価額を求めなければならない。","","4"
"souron-7-015","souron","7","fill_blank","減価要因のうち、物理的要因とは？","物理的要因としては、不動産を使用することによって生ずる摩滅及び破損、時の経過又は自然的作用によって生ずる老朽化並びに偶発的な損傷があげられる。","","4"
"souron-7-016","souron","7","fill_blank","減価要因のうち、機能的要因とは？","機能的要因としては、不動産の機能的陳腐化、すなわち、建物と敷地との不適応、設計の不良、型式の旧式化、設備の不足及びその能率の低下等があげられる。","","4"
"souron-7-017","souron","7","fill_blank","減価要因のうち、経済的要因とは？","経済的要因としては、不動産の経済的不適応、すなわち、近隣地域の衰退、不動産とその付近の環境との不適合、不動産と代替、競争等の関係にある不動産又は付近の不動産との比較における市場性の減退等があげられる。","","4"
"souron-7-018","souron","7","fill_blank","減価修正の方法のうち、耐用年数に基づく方法について述べよ","耐用年数に基づく方法は、対象不動産の価格時点における経過年数及び経済的残存耐用年数の和として把握される耐用年数を基礎として減価額を把握する方法である。
経済的残存耐用年数とは、価格時点において、対象不動産の用途や利用状況に即し、物理的要因及び機能的要因に照らした劣化の程度並びに経済的要因に照らした市場競争力の程度に応じてその効用が十分に持続すると考えられる期間をいい、この方法の適用に当たり特に重視されるべきものである。
耐用年数に基づく方法には、定額法、定率法等があるが、これらのうちいずれの方法を用いるかは、対象不動産の用途や利用状況に即して決定すべきである。","","4"
"souron-7-019","souron","7","fill_blank","減価修正の方法のうち、観察減価法について述べよ","観察減価法は、対象不動産について、設計、設備等の機能性、維持管理の状態、補修の状況、付近の環境との適合の状態等各減価の要因の実態を調査することにより、減価額を直接求める方法である。
観察減価法の適用においては、対象不動産に係る個別分析の結果を踏まえた代替、競争等の関係にある不動産と比べた優劣及び競争力の程度等を適切に反映すべきである。","","4"
"souron-7-020","souron","7","fill_blank","取引事例比較法の定義及び有効性について述べよ","取引事例比較法は、まず多数の取引事例を収集して適切な事例の選択を行い、これらに係る取引価格に必要に応じて事情補正及び時点修正を行い、かつ、地域要因の比較及び個別的要因の比較を行って求められた価格を比較考量し、これによって対象不動産の試算価格を求める手法である（この手法による試算価格を比準価格という。）。
取引事例比較法は、近隣地域若しくは同一需給圏内の類似地域等において対象不動産と類似の不動産の取引が行われている場合又は同一需給圏内の代替競争不動産の取引が行われている場合に有効である。","","5"
"souron-7-021","souron","7","fill_blank","事情補正にあたり減額すべき特殊な事情を5つ列挙せよ","（ア）営業上の場所的限定等特殊な使用方法を前提として取引が行われたとき。
（イ）極端な供給不足、先行きに対する過度に楽観的な見通し等特異な市場条件の下に取引が行われたとき。
（ウ）業者又は系列会社間における中間利益の取得を目的として取引が行われたとき。
（エ）買手が不動産に関し明らかに知識や情報が不足している状態において過大な額で取引が行われたとき。
（オ）取引価格に売買代金の割賦払いによる金利相当額、立退料、離作料等の土地の対価以外のものが含まれて取引が行われたとき。","","2"
"souron-7-022","souron","7","fill_blank","事情補正にあたり増額又は減額すべき特殊な事情を3つ列挙せよ","（ア）金融逼迫、倒産時における法人間の恩恵的な取引又は知人、親族間等人間関係による恩恵的な取引が行われたとき。
（イ）不相応な造成費、修繕費等を考慮して取引が行われたとき。
（ウ）調停、清算、競売、公売等において価格が成立したとき。","","2"
"souron-7-023","souron","7","fill_blank","配分法の手順について述べよ","取引事例が対象不動産と同類型の不動産の部分を内包して複合的に構成されている異類型の不動産に係る場合においては、当該取引事例の取引価格から同類型の不動産以外の部分の価格が取引価格等により判明しているときは、その価格を控除し、又は当該取引事例について各構成部分の価格の割合が取引価格、新規投資等により判明しているときは、当該事例の取引価格に対象不動産と同類型の不動産の部分に係る構成割合を乗じて、対象不動産の類型に係る事例資料を求めるものとする（この方法を配分法という。）。","","2"
"souron-7-024","souron","7","fill_blank","収益還元法の定義及び有効性について述べよ","収益還元法は、対象不動産が将来生み出すであろうと期待される純収益の現在価値の総和を求めることにより対象不動産の試算価格を求める手法である（この手法による試算価格を収益価格という。）。
収益還元法は、賃貸用不動産又は賃貸以外の事業の用に供する不動産の価格を求める場合に特に有効である。
また、不動産の価格は、一般に当該不動産の収益性を反映して形成されるものであり、収益は、不動産の経済価値の本質を形成するものである。したがって、この手法は、文化財の指定を受けた建造物等の一般的に市場性を有しない不動産以外のものには基本的にすべて適用すべきものであり、自用の不動産といえども賃貸を想定することにより適用されるものである。
なお、市場における不動産の取引価格の上昇が著しいときは、取引価格と収益価格との乖離が増大するものであるので、先走りがちな取引価格に対する有力な験証手段として、この手法が活用されるべきである。","","5"
"souron-7-025","souron","7","fill_blank","収益価格を求める方法を2つ述べよ","収益価格を求める方法には、一期間の純収益を還元利回りによって還元する方法（以下「直接還元法」という。）と、連続する複数の期間に発生する純収益及び復帰価格を、その発生時期に応じて現在価値に割り引き、それぞれを合計する方法（以下「ＤＣＦ法」という。）がある。","","5"
"souron-7-026","souron","7","fill_blank","DCF法の適用上の留意点について述べよ","ＤＣＦ法の適用に当たっては、毎期の純収益及び復帰価格並びにその発生時期が明示されることから、純収益の見通しについて十分な調査を行うことが必要である。","","4"
"souron-7-027","souron","7","fill_blank","純収益の意義を述べよ","純収益とは、不動産に帰属する適正な収益をいい、収益目的のために用いられている不動産とこれに関与する資本（不動産に化体されているものを除く。）、労働及び経営（組織）の諸要素の結合によって生ずる総収益から、資本（不動産に化体されているものを除く。）、労働及び経営（組織）の総収益に対する貢献度に応じた分配分を控除した残余の部分をいう。","","4"
"souron-7-028","souron","7","fill_blank","純収益の算定方法及び留意点を2つ述べよ","対象不動産の純収益は、一般に１年を単位として総収益から総費用を控除して求めるものとする。
また、純収益は、永続的なものと非永続的なもの、償却前のものと償却後のもの等、総収益及び総費用の把握の仕方により異なるものであり、それぞれ収益価格を求める方法及び還元利回り又は割引率を求める方法とも密接な関連があることに留意する必要がある。
なお、直接還元法における純収益は、対象不動産の初年度の純収益を採用する場合と標準化された純収益を採用する場合があることに留意しなければならない。","","3"
"souron-7-029","souron","7","fill_blank","賃貸用不動産の総収益の求め方を述べよ","賃貸用不動産の総収益は、一般に、支払賃料に預り金的性格を有する保証金等の運用益、賃料の前払的性格を有する権利金等の運用益及び償却額並びに駐車場使用料等のその他収入を加えた額（以下「支払賃料等」という。）とする。
賃貸用不動産についてのＤＣＦ法の適用に当たっては、特に賃貸借契約の内容並びに賃料及び貸室の稼動率の毎期の変動に留意しなければならない。","","4"
"souron-7-030","souron","7","fill_blank","賃貸以外の事業の用に供する不動産の総収益の求め方を述べよ","賃貸以外の事業の用に供する不動産の総収益は、一般に、売上高とする。ただし、賃貸以外の事業の用に供する不動産であっても、不動産に帰属する部分をもとに求めた支払賃料等相当額、又は、賃貸に供することを想定することができる場合における支払賃料等をもって総収益とすることができる。","","4"
"souron-7-031","souron","7","fill_blank","還元利回り及び割引率の共通点と相違点を述べよ","還元利回り及び割引率は、共に不動産の収益性を表し、収益価格を求めるために用いるものであるが、基本的には次のような違いがある。
還元利回りは、直接還元法の収益価格及びＤＣＦ法の復帰価格の算定において、一期間の純収益から対象不動産の価格を直接求める際に使用される率であり、将来の収益に影響を与える要因の変動予測と予測に伴う不確実性を含むものである。
割引率は、ＤＣＦ法において、ある将来時点の収益を現在時点の価値に割り戻す際に使用される率であり、還元利回りに含まれる変動予測と予測に伴う不確実性のうち、収益見通しにおいて考慮された連続する複数の期間に発生する純収益や復帰価格の変動予測に係るものを除くものである。","","4"
"souron-7-032","souron","7","fill_blank","還元利回りを求める方法を4つ列挙せよ","（ア）類似の不動産の取引事例との比較から求める方法
（イ）借入金と自己資金に係る還元利回りから求める方法
（ウ）土地と建物に係る還元利回りから求める方法
（エ）割引率との関係から求める方法","","4"
"souron-7-033","souron","7","fill_blank","割引率を求める方法を3つ列挙せよ","（ア）類似の不動産の取引事例との比較から求める方法
（イ）借入金と自己資金に係る割引率から求める方法
（ウ）金融資産の利回りに不動産の個別性を加味して求める方法","","4"
"souron-7-034","souron","7","fill_blank","土地残余法の定義を述べよ","対象不動産が更地である場合において、当該土地に最有効使用の賃貸用建物等の建築を想定し、収益還元法以外の手法によって想定建物等の価格を求めることができるときは、当該想定建物及びその敷地に基づく純収益から想定建物等に帰属する純収益を控除した残余の純収益を還元利回りで還元する手法（土地残余法という。）を適用することができる。","","4"
"souron-7-035","souron","7","fill_blank","事業用不動産の定義及び例を4つ列挙せよ。","賃貸用不動産又は賃貸以外の事業の用に供する不動産のうち、その収益性が当該事業の経営の動向に強く影響を受けるもの（以下「事業用不動産」という。）を例示すれば、次のとおりである。
（ア）ホテル等の宿泊施設
（イ）ゴルフ場等のレジャー施設
（ウ）病院、有料老人ホーム等の医療・福祉施設
（エ）百貨店や多数の店舗により構成されるショッピングセンター等の商業施設","","3"
"souron-7-036","souron","7","fill_blank","賃料を求める鑑定評価の手法を述べよ。","不動産の賃料を求める鑑定評価の手法は、新規賃料にあっては積算法、賃貸事例比較法、収益分析法等があり、継続賃料にあっては差額配分法、利回り法、スライド法、賃貸事例比較法等がある。","","3"
"souron-7-037","souron","7","fill_blank","賃料を求める場合の一般的留意事項を述べよ","賃料の鑑定評価は、対象不動産について、賃料の算定の期間に対応して、実質賃料を求めることを原則とし、賃料の算定の期間及び支払いの時期に係る条件並びに権利金、敷金、保証金等の一時金の授受に関する条件が付されて支払賃料を求めることを依頼された場合には、実質賃料とともに、その一部である支払賃料を求めることができるものとする。","","4"
"souron-7-038","souron","7","fill_blank","実質賃料と支払賃料の定義を述べよ","実質賃料とは、賃料の種類の如何を問わず賃貸人等に支払われる賃料の算定の期間に対応する適正なすべての経済的対価をいい、純賃料及び必要諸経費等から成り立つものである。
支払賃料とは、各支払時期に支払われる賃料をいい、契約に当たって、権利金、敷金、保証金等の一時金が授受される場合においては、当該一時金の運用益及び償却額と併せて実質賃料を構成するものである。","","4"
"souron-7-039","souron","7","fill_blank","支払賃料の求め方を述べよ","契約に当たって一時金が授受される場合における支払賃料は、実質賃料から、当該一時金について賃料の前払的性格を有する一時金の運用益及び償却額並びに預り金的性格を有する一時金の運用益を控除して求めるものとする。なお、賃料の前払的性格を有する一時金の運用益及び償却額については、対象不動産の賃貸借等の持続する期間の効用の変化等に着目し、実態に応じて適切に求めるものとする。
運用利回りは、賃貸借等の契約に当たって授受される一時金の性格、賃貸借等の契約内容並びに対象不動産の種類及び性格等の相違に応じて、当該不動産の期待利回り、不動産の取引利回り、長期預金の金利、国債及び公社債利回り、金融機関の貸出金利等を比較考量して決定するものとする。","","4"
"souron-7-040","souron","7","fill_blank","積算法の定義を述べよ","積算法は、対象不動産について、価格時点における基礎価格を求め、これに期待利回りを乗じて得た額に必要諸経費等を加算して対象不動産の試算賃料を求める手法である（この手法による試算賃料を積算賃料という。）。
積算法は、対象不動産の基礎価格、期待利回り及び必要諸経費等の把握を的確に行い得る場合に有効である。","","5"
"souron-7-041","souron","7","fill_blank","基礎価格の定義を述べよ","基礎価格とは、積算賃料を求めるための基礎となる価格をいい、原価法及び取引事例比較法により求めるものとする。","","4"
"souron-7-042","souron","7","fill_blank","期待利回りの定義を述べよ","期待利回りとは、賃貸借等に供する不動産を取得するために要した資本に相当する額に対して期待される純収益のその資本相当額に対する割合をいう。","","2"
"souron-7-043","souron","7","fill_blank","賃貸事例比較法の定義を述べよ","賃貸事例比較法は、まず多数の新規の賃貸借等の事例を収集して適切な事例の選択を行い、これらに係る実際実質賃料（実際に支払われている不動産に係るすべての経済的対価をいう。）に必要に応じて事情補正及び時点修正を行い、かつ、地域要因の比較及び個別的要因の比較を行って求められた賃料を比較考量し、これによって対象不動産の試算賃料を求める手法である（この手法による試算賃料を比準賃料という。）。
賃貸事例比較法は、近隣地域又は同一需給圏内の類似地域等において対象不動産と類似の不動産の賃貸借等が行われている場合又は同一需給圏内の代替競争不動産の賃貸借等が行われている場合に有効である。","","5"
"souron-7-044","souron","7","fill_blank","賃貸借等の事例の収集について述べよ","賃貸借等の事例の収集及び選択については、取引事例比較法における事例の収集及び選択に準ずるものとする。この場合において、賃貸借等の契約の内容について類似性を有するものを選択すべきことに留意しなければならない。","","2"
"souron-7-045","souron","7","fill_blank","契約内容の類似性を判断する際の留意事項を7つ列挙せよ","（ア）賃貸形式
（イ）賃貸面積
（ウ）契約期間並びに経過期間及び残存期間
（エ）一時金の授受に基づく賃料内容
（オ）賃料の算定の期間及びその支払方法
（カ）修理及び現状変更に関する事項
（キ）賃貸借等に供される範囲及びその使用方法","","2"
"souron-7-046","souron","7","fill_blank","収益分析法の定義を述べよ","収益分析法は、一般の企業経営に基づく総収益を分析して対象不動産が一定期間に生み出すであろうと期待される純収益（減価償却後のものとし、これを収益純賃料という。）を求め、これに必要諸経費等を加算して対象不動産の試算賃料を求める手法である（この手法による試算賃料を収益賃料という。）。
収益分析法は、企業の用に供されている不動産に帰属する純収益を適切に求め得る場合に有効である。","","4"
"souron-7-047","souron","7","fill_blank","差額配分法の定義を述べよ","差額配分法は、対象不動産の経済価値に即応した適正な実質賃料又は支払賃料と実際実質賃料又は実際支払賃料との間に発生している差額について、契約の内容、契約締結の経緯等を総合的に勘案して、当該差額のうち賃貸人等に帰属する部分を適切に判定して得た額を実際実質賃料又は実際支払賃料に加減して試算賃料を求める手法である。","","4"
"souron-7-048","souron","7","fill_blank","利回り法の定義を述べよ","利回り法は、基礎価格に継続賃料利回りを乗じて得た額に必要諸経費等を加算して試算賃料を求める手法である。","","4"
